worker_id,vehicle_type,experience_days,avg_daily_orders,avg_daily_earnings,active_hours_per_day,zone_id,city,state,zone_type,season,rainfall_mm,aqi,temperature,humidity,order_volatility,earnings_volatility,recent_disruption_rate,risk_score,premium_inr
wkr_15360,two_wheeler,657,15.6,866.03,8.9,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,2.85,180.0,38.0,34.9,0.369,0.338,0.16,0.225,26.75
wkr_15361,bike,1455,12.6,536.84,7.1,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Monsoon,32.8,71.0,26.4,92.2,0.164,0.145,0.072,0.2419,27.26
wkr_15362,two_wheeler,1317,22.0,613.61,7.7,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,0.29,98.0,16.3,57.1,0.068,0.054,0.198,0.0874,22.62
wkr_15363,car,1187,31.1,1527.39,8.0,zone_pune_urban,Pune,Maharashtra,urban,Winter,2.54,84.0,17.1,42.5,0.391,0.334,0.079,0.1191,23.57
wkr_15364,two_wheeler,808,11.0,758.48,6.1,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,8.67,80.0,31.5,73.4,0.079,0.067,0.112,0.1007,23.02
wkr_15365,two_wheeler,531,18.3,722.98,5.9,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Winter,0.45,128.0,15.4,21.8,0.165,0.137,0.245,0.1614,24.84
wkr_15366,bike,760,18.2,607.85,7.2,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,4.96,175.0,36.9,26.5,0.278,0.284,0.023,0.1306,23.92
wkr_15367,car,712,13.7,895.59,9.9,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.22,70.0,45.1,28.5,0.179,0.185,0.406,0.1781,25.34
wkr_15368,bike,1181,17.0,914.86,7.1,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.83,148.0,46.8,10.0,0.301,0.258,0.144,0.1327,23.98
wkr_15369,two_wheeler,241,12.1,624.16,7.0,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,0.17,39.0,18.9,57.1,0.274,0.228,0.131,0.0977,22.93
wkr_15370,two_wheeler,871,6.5,530.22,9.1,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,2.34,84.0,38.2,30.7,0.206,0.246,0.089,0.1045,23.14
wkr_15371,bike,874,19.5,1138.88,9.9,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Summer,1.32,66.0,41.8,67.1,0.141,0.139,0.34,0.1711,25.13
wkr_15372,two_wheeler,240,11.0,516.81,5.2,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.11,144.0,16.7,34.0,0.213,0.189,0.139,0.1272,23.81
wkr_15373,bike,307,3.4,361.85,5.0,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.49,63.0,24.9,49.1,0.087,0.097,0.162,0.0758,22.27
wkr_15374,two_wheeler,477,17.7,774.59,10.6,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,3.84,338.0,22.0,54.3,0.215,0.229,0.219,0.307,29.21
wkr_15375,two_wheeler,555,15.7,449.55,12.4,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,0.41,102.0,41.7,33.5,0.095,0.088,0.392,0.1556,24.67
wkr_15376,bike,276,16.6,667.71,7.9,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,0.89,92.0,24.4,54.1,0.238,0.232,0.193,0.1375,24.12
wkr_15377,car,951,23.1,1056.2,7.5,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,0.14,147.0,24.6,44.7,0.132,0.107,0.662,0.2739,28.22
wkr_15378,bike,514,16.8,509.91,7.5,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,2.88,275.0,34.7,25.3,0.222,0.264,0.303,0.2658,27.97
wkr_15379,two_wheeler,542,14.4,1027.94,4.0,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,0.71,108.0,39.0,43.5,0.198,0.225,0.189,0.1301,23.9
wkr_15380,car,1318,17.3,1189.01,5.3,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,1.13,57.0,19.2,51.5,0.167,0.184,0.373,0.137,24.11
wkr_15381,bike,1441,14.9,796.69,5.1,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,2.66,250.0,42.3,21.1,0.286,0.33,0.136,0.2169,26.51
wkr_15382,two_wheeler,1376,17.0,610.49,9.0,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,1.34,139.0,23.1,49.8,0.208,0.22,0.416,0.2142,26.43
wkr_15383,two_wheeler,1032,4.0,326.5,4.0,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,0.61,114.0,23.6,54.6,0.042,0.042,0.138,0.1246,23.74
wkr_15384,bike,234,26.5,1488.05,13.7,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Monsoon,7.07,227.0,31.6,85.5,0.36,0.402,0.572,0.3338,30.02
wkr_15385,car,499,17.4,1188.32,10.6,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.52,85.0,21.7,73.4,0.117,0.124,0.429,0.1678,25.03
wkr_15386,two_wheeler,904,16.1,789.45,11.3,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,19.71,147.0,31.0,93.4,0.353,0.311,0.344,0.2728,28.19
wkr_15387,bike,956,9.6,629.69,10.8,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Monsoon,3.14,95.0,29.5,82.5,0.158,0.186,0.083,0.1099,23.3
wkr_15388,two_wheeler,85,14.8,510.36,10.5,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.24,116.0,18.7,24.1,0.318,0.358,0.284,0.1874,25.62
wkr_15389,car,1200,12.4,1087.16,9.9,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,0.42,63.0,32.4,43.6,0.141,0.141,0.023,0.0215,20.65
wkr_15390,bike,424,16.0,901.58,8.9,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,1.31,58.0,20.5,57.3,0.196,0.186,0.02,0.0764,22.29
wkr_15391,two_wheeler,122,6.8,383.49,7.6,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Summer,1.64,60.0,38.2,61.6,0.21,0.187,0.255,0.1236,23.71
wkr_15392,two_wheeler,458,15.5,708.64,10.0,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,3.38,102.0,41.5,27.1,0.16,0.148,0.161,0.1171,23.51
wkr_15393,bike,973,11.1,607.47,10.7,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,1.68,299.0,40.3,42.2,0.149,0.134,0.32,0.2352,27.06
wkr_15394,bike,492,13.5,701.2,7.9,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,0.52,64.0,20.3,68.4,0.374,0.439,0.112,0.1131,23.39
wkr_15395,two_wheeler,271,5.8,446.26,8.7,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,0.79,96.0,34.9,39.4,0.464,0.472,0.323,0.1871,25.61
wkr_15396,two_wheeler,780,6.7,516.64,7.7,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,0.08,143.0,17.4,58.9,0.316,0.328,0.294,0.1891,25.67
wkr_15397,car,914,2.0,347.05,4.4,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,24.01,102.0,30.0,81.9,0.166,0.133,0.5,0.2977,28.93
wkr_15398,two_wheeler,355,8.6,412.52,8.5,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Winter,1.1,60.0,15.0,71.3,0.257,0.247,0.188,0.1113,23.34
wkr_15399,two_wheeler,380,5.0,305.36,8.2,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,0.7,114.0,31.7,43.8,0.018,0.015,0.267,0.1155,23.47
wkr_15400,car,388,15.8,491.51,5.3,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,2.17,113.0,38.8,41.5,0.105,0.095,0.053,0.1009,23.03
wkr_15401,two_wheeler,203,21.3,1532.79,11.7,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,15.48,117.0,30.8,75.8,0.297,0.324,0.284,0.2403,27.21
wkr_15402,two_wheeler,344,16.5,704.33,6.8,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Summer,0.45,91.0,37.8,59.0,0.434,0.35,0.164,0.1643,24.93
wkr_15403,bike,499,19.1,619.39,5.3,zone_pune_urban,Pune,Maharashtra,urban,Summer,3.02,101.0,39.6,36.2,0.368,0.425,0.166,0.1706,25.12
wkr_15404,bike,1491,4.7,322.81,6.3,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,1.71,139.0,34.1,41.7,0.25,0.258,0.224,0.1795,25.39
wkr_15405,car,1416,15.0,775.35,14.0,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,1.23,147.0,16.6,34.3,0.421,0.407,0.345,0.2519,27.56
wkr_15406,car,705,18.3,1326.38,7.9,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.08,87.0,17.9,25.8,0.623,0.503,0.51,0.2832,28.5
wkr_15407,car,1121,16.0,955.32,9.2,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.34,175.0,39.9,18.2,0.353,0.368,0.385,0.2515,27.55
wkr_15408,two_wheeler,949,15.2,1168.89,5.5,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,4.75,150.0,23.3,42.6,0.215,0.205,0.393,0.224,26.72
wkr_15409,car,941,27.0,1366.23,5.5,zone_pune_urban,Pune,Maharashtra,urban,Summer,0.23,86.0,38.6,30.6,0.096,0.094,0.232,0.1372,24.12
wkr_15410,bike,1271,25.3,988.35,6.9,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Monsoon,3.77,116.0,30.4,90.7,0.322,0.288,0.112,0.1517,24.55
wkr_15411,two_wheeler,431,7.6,378.08,8.1,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,1.84,283.0,18.4,50.6,0.661,0.622,0.452,0.3544,30.63
wkr_15412,bike,1126,19.8,467.1,4.7,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,66.23,191.0,25.9,75.9,0.364,0.306,0.224,0.4184,32.55
wkr_15413,car,266,15.4,778.23,7.1,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.16,171.0,39.5,14.8,0.249,0.225,0.136,0.1439,24.32
wkr_15414,two_wheeler,500,8.9,662.56,6.5,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,0.38,105.0,32.6,21.9,0.118,0.132,0.311,0.1038,23.11
wkr_15415,car,261,15.9,1213.94,9.9,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,0.57,95.0,17.1,57.0,0.386,0.424,0.387,0.2023,26.07
wkr_15416,bike,1360,13.8,603.99,7.5,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,0.74,152.0,28.2,64.0,0.408,0.335,0.054,0.1155,23.46
wkr_15417,car,306,7.7,534.15,11.2,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,0.25,82.0,22.8,44.9,0.174,0.162,0.179,0.1104,23.31
wkr_15418,two_wheeler,1133,13.5,858.43,6.9,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,0.4,37.0,16.5,58.5,0.187,0.171,0.17,0.106,23.18
wkr_15419,two_wheeler,133,31.9,1635.29,8.4,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,3.76,210.0,38.1,32.6,0.254,0.228,0.364,0.2629,27.89
wkr_15420,car,181,9.3,742.73,8.3,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.84,152.0,23.3,33.1,0.417,0.408,0.226,0.1826,25.48
wkr_15421,car,201,15.2,1198.77,7.2,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,0.56,325.0,22.4,46.8,0.562,0.535,0.252,0.2799,28.4
wkr_15422,car,221,18.1,843.42,10.4,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,0.38,169.0,24.6,48.7,0.128,0.122,0.627,0.2526,27.58
wkr_15423,bike,1154,13.2,414.18,8.9,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Monsoon,14.65,209.0,26.8,93.5,0.149,0.123,0.378,0.262,27.86
wkr_15424,two_wheeler,905,9.4,533.63,11.4,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Summer,1.74,32.0,35.6,47.7,0.399,0.399,0.183,0.155,24.65
wkr_15425,two_wheeler,481,5.0,178.45,11.2,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.01,179.0,47.6,10.0,0.512,0.58,0.179,0.2081,26.24
wkr_15426,two_wheeler,1090,14.4,696.05,9.8,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,2.05,94.0,18.3,58.9,0.279,0.26,0.053,0.0849,22.55
wkr_15427,bike,176,15.8,631.25,10.0,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Winter,0.76,95.0,23.9,54.2,0.173,0.177,0.234,0.1457,24.37
wkr_15428,car,1149,21.1,799.59,10.4,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.09,94.0,19.5,47.9,0.296,0.29,0.11,0.1365,24.1
wkr_15429,bike,973,5.8,287.71,8.1,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.98,95.0,18.0,67.0,0.288,0.34,0.056,0.0815,22.44
wkr_15430,bike,721,15.1,789.81,9.1,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Winter,3.58,90.0,16.1,64.3,0.099,0.097,0.378,0.1373,24.12
wkr_15431,two_wheeler,85,10.4,676.69,7.7,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Summer,3.68,30.0,34.7,46.7,0.096,0.089,0.322,0.1211,23.63
wkr_15432,two_wheeler,92,10.5,599.5,6.9,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.54,91.0,23.6,46.1,0.299,0.347,0.098,0.1336,24.01
wkr_15433,two_wheeler,1334,25.2,1419.98,7.2,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,92.96,43.0,25.0,96.7,0.26,0.3,0.396,0.4689,34.07
wkr_15434,two_wheeler,1438,17.4,690.53,10.7,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,1.51,109.0,34.1,42.4,0.25,0.238,0.221,0.1308,23.92
wkr_15435,two_wheeler,929,15.5,902.51,10.5,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Monsoon,21.74,180.0,30.2,85.5,0.494,0.428,0.203,0.3053,29.16
wkr_15436,bike,147,12.0,676.36,7.0,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.07,148.0,19.0,10.1,0.202,0.238,0.114,0.151,24.53
wkr_15437,car,82,20.0,1432.47,7.2,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.54,103.0,20.5,46.6,0.159,0.165,0.12,0.1563,24.69
wkr_15438,bike,670,2.6,332.44,10.3,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,3.27,105.0,38.3,25.1,0.141,0.159,0.351,0.188,25.64
wkr_15439,two_wheeler,1062,22.5,1079.11,8.7,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.34,194.0,17.3,55.7,0.477,0.439,0.183,0.2284,26.85
wkr_15440,bike,564,11.1,825.49,4.8,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,10.05,94.0,26.8,93.1,0.086,0.101,0.158,0.1116,23.35
wkr_15441,car,332,11.6,776.59,9.0,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Summer,0.26,80.0,41.1,58.4,0.357,0.368,0.344,0.2041,26.12
wkr_15442,car,1135,11.5,911.38,7.3,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,0.67,101.0,19.9,40.8,0.177,0.159,0.142,0.1142,23.43
wkr_15443,bike,1099,19.0,1107.05,10.0,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,0.1,162.0,28.2,46.4,0.442,0.526,0.237,0.1887,25.66
wkr_15444,two_wheeler,621,10.4,672.94,8.9,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,0.7,94.0,34.1,59.3,0.33,0.267,0.248,0.1577,24.73
wkr_15445,two_wheeler,673,13.6,593.25,9.4,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.05,140.0,24.5,32.3,0.246,0.23,0.1,0.1211,23.63
wkr_15446,two_wheeler,1068,22.1,1018.5,6.1,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,10.98,114.0,31.7,94.3,0.06,0.056,0.232,0.161,24.83
wkr_15447,two_wheeler,120,19.7,681.89,9.8,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,0.01,124.0,25.4,81.4,0.471,0.54,0.27,0.1703,25.11
wkr_15448,two_wheeler,1385,6.9,486.59,12.3,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,0.52,99.0,36.3,40.4,0.207,0.185,0.149,0.0629,21.89
wkr_15449,bike,737,16.2,468.16,6.6,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,5.18,82.0,40.6,29.2,0.212,0.238,0.085,0.1494,24.48
wkr_15450,two_wheeler,770,13.7,867.38,9.3,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,8.75,122.0,26.1,71.2,0.513,0.43,0.128,0.1969,25.91
wkr_15451,bike,1115,3.2,299.1,8.2,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,1.25,85.0,15.5,57.6,0.48,0.563,0.229,0.2047,26.14
wkr_15452,bike,1183,11.1,511.18,7.4,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,54.79,59.0,25.9,93.3,0.204,0.199,0.426,0.3761,31.28
wkr_15453,bike,335,14.5,443.44,11.2,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,0.2,80.0,35.3,40.3,0.237,0.245,0.135,0.1461,24.38
wkr_15454,two_wheeler,688,28.0,1299.66,7.6,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,1.2,193.0,20.5,59.7,0.523,0.596,0.579,0.2969,28.91
wkr_15455,two_wheeler,779,17.5,479.48,9.9,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,0.31,148.0,16.7,49.0,0.25,0.253,0.408,0.2112,26.34
wkr_15456,car,798,19.9,992.96,9.4,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,0.98,154.0,41.6,38.0,0.112,0.128,0.26,0.1422,24.27
wkr_15457,car,1492,16.1,1364.78,10.8,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,1.21,132.0,37.2,43.1,0.584,0.628,0.137,0.2312,26.94
wkr_15458,bike,138,23.4,1318.29,10.8,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,2.09,44.0,16.5,60.7,0.509,0.432,0.035,0.0922,22.76
wkr_15459,two_wheeler,870,27.0,1271.31,7.6,zone_pune_urban,Pune,Maharashtra,urban,Summer,7.95,116.0,40.2,43.8,0.025,0.03,0.3,0.1786,25.36
wkr_15460,car,972,18.5,1371.36,9.4,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,1.11,74.0,23.6,55.6,0.339,0.335,0.126,0.1462,24.39
wkr_15461,two_wheeler,1308,12.8,751.14,7.1,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,11.69,104.0,26.0,75.8,0.506,0.509,0.155,0.2297,26.89
wkr_15462,two_wheeler,287,13.6,879.3,10.4,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.92,61.0,22.5,54.0,0.074,0.061,0.25,0.0991,22.97
wkr_15463,bike,126,8.0,286.19,8.4,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,8.14,60.0,33.4,32.6,0.125,0.116,0.069,0.0768,22.3
wkr_15464,bike,1112,5.3,179.12,7.7,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,96.23,73.0,27.0,99.2,0.427,0.367,0.38,0.5093,35.28
wkr_15465,car,40,6.9,519.1,9.6,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.31,71.0,16.7,60.3,0.112,0.128,0.291,0.1367,24.1
wkr_15466,car,559,18.2,912.56,7.5,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,0.5,152.0,15.9,47.8,0.583,0.468,0.208,0.236,27.08
wkr_15467,car,1000,7.2,693.8,11.4,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,2.54,114.0,40.9,49.1,0.355,0.358,0.27,0.1869,25.61
wkr_15468,car,427,19.3,816.14,4.0,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.42,84.0,39.7,21.5,0.189,0.215,0.123,0.1246,23.74
wkr_15469,two_wheeler,1112,21.8,661.11,5.4,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.48,149.0,20.2,57.9,0.281,0.28,0.469,0.2493,27.48
wkr_15470,bike,578,13.4,860.11,6.0,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,1.16,115.0,33.8,28.1,0.233,0.227,0.091,0.1439,24.32
wkr_15471,car,164,15.4,1248.27,9.5,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,0.62,212.0,44.1,34.5,0.567,0.527,0.178,0.2033,26.1
wkr_15472,bike,1297,11.9,569.36,11.1,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Winter,1.14,67.0,18.5,60.1,0.419,0.414,0.084,0.1522,24.57
wkr_15473,car,379,11.1,804.78,5.7,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,2.08,138.0,30.7,82.6,0.254,0.219,0.173,0.12,23.6
wkr_15474,car,1401,13.0,813.5,7.0,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.2,103.0,20.5,27.8,0.144,0.139,0.291,0.1258,23.77
wkr_15475,bike,864,11.6,544.3,5.8,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.21,113.0,15.6,59.5,0.297,0.334,0.311,0.1512,24.53
wkr_15476,two_wheeler,527,28.4,1270.66,8.9,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,1.42,172.0,33.5,38.0,0.078,0.064,0.246,0.1644,24.93
wkr_15477,two_wheeler,784,16.5,562.02,9.3,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.62,169.0,19.2,42.9,0.174,0.176,0.084,0.1592,24.78
wkr_15478,car,912,4.8,469.95,10.2,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,1.49,144.0,16.1,54.9,0.475,0.414,0.163,0.1968,25.9
wkr_15479,bike,545,15.8,873.95,5.9,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,3.33,195.0,34.6,45.6,0.381,0.427,0.255,0.2086,26.26
wkr_15480,two_wheeler,829,15.3,945.96,11.3,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,106.78,45.0,29.3,96.6,0.685,0.563,0.361,0.5642,36.93
wkr_15481,bike,350,20.2,667.15,8.4,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,0.72,125.0,15.9,41.7,0.125,0.119,0.264,0.1631,24.89
wkr_15482,bike,116,26.6,844.7,6.2,zone_hyderabad_urban,Hyderabad,Telangana,urban,Monsoon,8.14,154.0,28.9,72.0,0.341,0.342,0.205,0.2398,27.19
wkr_15483,two_wheeler,1413,22.2,793.21,7.5,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,70.47,82.0,25.4,94.2,0.324,0.268,0.259,0.4025,32.08
wkr_15484,car,1429,11.8,567.83,7.6,zone_hyderabad_urban,Hyderabad,Telangana,urban,Monsoon,4.54,128.0,26.6,71.0,0.586,0.626,0.088,0.1959,25.88
wkr_15485,two_wheeler,77,19.1,817.83,13.1,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,49.27,31.0,27.0,95.6,0.382,0.383,0.414,0.3515,30.55
wkr_15486,bike,802,14.4,804.75,9.2,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,0.74,148.0,37.9,38.4,0.443,0.431,0.221,0.2143,26.43
wkr_15487,bike,625,15.3,333.83,6.7,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Monsoon,42.75,161.0,31.8,80.8,0.349,0.385,0.347,0.3732,31.2
wkr_15488,car,1064,13.9,927.08,7.9,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.34,102.0,23.0,20.4,0.204,0.183,0.442,0.2008,26.02
wkr_15489,car,253,12.4,847.52,7.4,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Summer,1.51,48.0,35.2,52.5,0.196,0.176,0.148,0.1039,23.12
wkr_15490,car,1458,10.0,330.09,6.0,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,0.21,169.0,38.9,38.5,0.173,0.172,0.368,0.1758,25.27
wkr_15491,two_wheeler,594,5.0,233.31,8.0,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.32,125.0,19.5,27.0,0.486,0.557,0.084,0.1796,25.39
wkr_15492,two_wheeler,983,15.0,455.05,5.6,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,1.21,108.0,17.9,55.7,0.259,0.253,0.192,0.1245,23.74
wkr_15493,two_wheeler,1409,16.8,1060.7,9.3,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,0.27,143.0,18.6,41.2,0.12,0.143,0.399,0.2174,26.52
wkr_15494,two_wheeler,623,4.6,441.5,8.6,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Monsoon,56.69,117.0,29.4,76.5,0.37,0.425,0.358,0.4132,32.4
wkr_15495,two_wheeler,626,14.7,993.01,9.4,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.27,103.0,19.3,53.0,0.257,0.261,0.256,0.1436,24.31
wkr_15496,two_wheeler,457,14.6,745.31,7.0,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,1.82,182.0,40.3,49.8,0.214,0.218,0.374,0.2289,26.87
wkr_15497,car,557,11.1,491.95,11.0,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,1.64,208.0,42.0,38.4,0.408,0.344,0.133,0.2166,26.5
wkr_15498,car,280,14.4,1143.32,7.0,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,2.39,87.0,25.3,79.3,0.355,0.394,0.348,0.2069,26.21
wkr_15499,two_wheeler,319,21.2,689.98,10.5,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.75,207.0,18.2,51.8,0.412,0.483,0.683,0.3789,31.37
wkr_15500,two_wheeler,1486,21.4,1256.42,6.9,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,4.54,82.0,41.7,38.4,0.446,0.413,0.286,0.1923,25.77
wkr_15501,car,985,18.6,1221.71,6.6,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,8.41,114.0,27.4,78.3,0.405,0.388,0.398,0.2375,27.12
wkr_15502,car,128,12.3,692.31,8.8,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,0.36,116.0,33.3,37.2,0.458,0.452,0.236,0.1766,25.3
